Gene stable ID	Gene stable ID version	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Plex1	Plex19	Plex70
ENSG00000233732	ENSG00000233732.5	IGHV3OR16-10	immunoglobulin heavy variable 3/OR16-10 (non-functional) [Source:HGNC Symbol;Acc:5634]	16	33006369	33006826			
ENSG00000259997	ENSG00000259997.2	IGHV1OR16-4	immunoglobulin heavy variable 1/OR16-4 (pseudogene) [Source:HGNC Symbol;Acc:5573]	16	33013654	33013942			
ENSG00000271130	ENSG00000271130.1	IGHV3OR16-8	immunoglobulin heavy variable 3/OR16-8 (non-functional) [Source:HGNC Symbol;Acc:5643]	16	33020496	33020941			
ENSG00000270467	ENSG00000270467.1	IGHV3OR16-12	immunoglobulin heavy variable 3/OR16-12 (non-functional) [Source:HGNC Symbol;Acc:5636]	16	33605231	33605684			
ENSG00000271178	ENSG00000271178.1	IGHV3OR16-13	immunoglobulin heavy variable 3/OR16-13 (non-functional) [Source:HGNC Symbol;Acc:5637]	16	33629681	33630128			
ENSG00000270318	ENSG00000270318.1	IGHV3OR16-11	immunoglobulin heavy variable 3/OR16-11 (pseudogene) [Source:HGNC Symbol;Acc:5635]	16	33661363	33661819			
ENSG00000271620	ENSG00000271620.1	IGHV3OR16-7	immunoglobulin heavy variable 3/OR16-7 (pseudogene) [Source:HGNC Symbol;Acc:5642]	16	33740804	33741266			
ENSG00000265243	ENSG00000265243.1	IGLJCOR18	immunoglobulin lambda joining-constant/OR18 (pseudogene) [Source:HGNC Symbol;Acc:28614]	18	3394887	3395310			
ENSG00000169861	ENSG00000169861.8	IGHV1OR21-1	immunoglobulin heavy variable 1/OR21-1 (non-functional) [Source:HGNC Symbol;Acc:38040]	21	10862622	10863067			
ENSG00000230481	ENSG00000230481.2	IGKV1OR22-5	immunoglobulin kappa variable 1/OR22-5 (pseudogene) [Source:HGNC Symbol;Acc:5773]	22	17385109	17385586			
ENSG00000253691	ENSG00000253691.2	IGKV2OR22-4	immunoglobulin kappa variable 2/OR22-4 (pseudogene) [Source:HGNC Symbol;Acc:5813]	22	17395125	17395871			
ENSG00000253460	ENSG00000253460.2	IGKV2OR22-3	immunoglobulin kappa variable 2/OR22-3 (pseudogene) [Source:HGNC Symbol;Acc:5812]	22	17402333	17403063			
ENSG00000254264	ENSG00000254264.2	IGKV3OR22-2	immunoglobulin kappa variable 3/OR22-2 (pseudogene) [Source:HGNC Symbol;Acc:5833]	22	17406842	17407334			
ENSG00000253481	ENSG00000253481.2	IGKV1OR22-1	immunoglobulin kappa variable 1/OR22-1 (pseudogene) [Source:HGNC Symbol;Acc:5772]	22	17414411	17414893			
ENSG00000253239	ENSG00000253239.1	IGLVI-70	immunoglobulin lambda variable (I)-70 (pseudogene) [Source:HGNC Symbol;Acc:5940]	22	22380474	22380991			
ENSG00000211637	ENSG00000211637.2	IGLV4-69	immunoglobulin lambda variable 4-69 [Source:HGNC Symbol;Acc:5921]	22	22385332	22385870			
ENSG00000254355	ENSG00000254355.1	IGLVI-68	immunoglobulin lambda variable (I)-68 (pseudogene) [Source:HGNC Symbol;Acc:5939]	22	22387143	22387592			
ENSG00000253794	ENSG00000253794.1	IGLV10-67	immunoglobulin lambda variable 10-67 (pseudogene) [Source:HGNC Symbol;Acc:5885]	22	22398016	22398340			
ENSG00000253874	ENSG00000253874.1	IGLVIV-66-1	immunoglobulin lambda variable (IV)-66-1 (pseudogene) [Source:HGNC Symbol;Acc:15692]	22	22412845	22413304			
ENSG00000254075	ENSG00000254075.1	IGLVV-66	immunoglobulin lambda variable (V)-66 (pseudogene) [Source:HGNC Symbol;Acc:5946]	22	22415489	22415950			
ENSG00000254161	ENSG00000254161.1	IGLVIV-65	immunoglobulin lambda variable (IV)-65 (pseudogene) [Source:HGNC Symbol;Acc:5944]	22	22424636	22425118			
ENSG00000253242	ENSG00000253242.1	IGLVIV-64	immunoglobulin lambda variable (IV)-64 (pseudogene) [Source:HGNC Symbol;Acc:5943]	22	22429777	22430077			
ENSG00000253752	ENSG00000253752.1	IGLVI-63	immunoglobulin lambda variable (I)-63 (pseudogene) [Source:HGNC Symbol;Acc:5938]	22	22434180	22434673			
ENSG00000253823	ENSG00000253823.1	IGLV1-62	immunoglobulin lambda variable 1-62 (pseudogene) [Source:HGNC Symbol;Acc:5883]	22	22440972	22441521			
ENSG00000211638	ENSG00000211638.2	IGLV8-61	immunoglobulin lambda variable 8-61 [Source:HGNC Symbol;Acc:5931]	22	22453110	22453622			
ENSG00000211639	ENSG00000211639.2	IGLV4-60	immunoglobulin lambda variable 4-60 [Source:HGNC Symbol;Acc:5920]	22	22516592	22517074			
ENSG00000254308	ENSG00000254308.1	IGLVIV-59	immunoglobulin lambda variable (IV)-59 (pseudogene) [Source:HGNC Symbol;Acc:5942]	22	22533618	22533867			
ENSG00000253637	ENSG00000253637.1	IGLVV-58	immunoglobulin lambda variable (V)-58 (pseudogene) [Source:HGNC Symbol;Acc:5945]	22	22536972	22537275			
ENSG00000211640	ENSG00000211640.3	IGLV6-57	immunoglobulin lambda variable 6-57 [Source:HGNC Symbol;Acc:5927]	22	22550113	22550860			
ENSG00000253126	ENSG00000253126.1	IGLVI-56	immunoglobulin lambda variable (I)-56 (pseudogene) [Source:HGNC Symbol;Acc:5937]	22	22552960	22553411			
ENSG00000211641	ENSG00000211641.2	IGLV11-55	immunoglobulin lambda variable 11-55 (non-functional) [Source:HGNC Symbol;Acc:5886]	22	22556057	22556600			
ENSG00000211642	ENSG00000211642.2	IGLV10-54	immunoglobulin lambda variable 10-54 [Source:HGNC Symbol;Acc:5884]	22	22569184	22569660			
ENSG00000253935	ENSG00000253935.1	IGLVIV-53	immunoglobulin lambda variable (IV)-53 (pseudogene) [Source:HGNC Symbol;Acc:5941]	22	22574039	22574525			
ENSG00000211643	ENSG00000211643.2	IGLV5-52	immunoglobulin lambda variable 5-52 [Source:HGNC Symbol;Acc:5926]	22	22673082	22673581			
ENSG00000211644	ENSG00000211644.2	IGLV1-51	immunoglobulin lambda variable 1-51 [Source:HGNC Symbol;Acc:5882]	22	22676828	22677336			
ENSG00000211645	ENSG00000211645.2	IGLV1-50	immunoglobulin lambda variable 1-50 (non-functional) [Source:HGNC Symbol;Acc:5881]	22	22681658	22682172			
ENSG00000223350	ENSG00000223350.2	IGLV9-49	immunoglobulin lambda variable 9-49 [Source:HGNC Symbol;Acc:5933]	22	22697539	22698084			
ENSG00000211647	ENSG00000211647.1	IGLV5-48	immunoglobulin lambda variable 5-48 (non-functional) [Source:HGNC Symbol;Acc:5925]	22	22707289	22707781			
ENSG00000211648	ENSG00000211648.2	IGLV1-47	immunoglobulin lambda variable 1-47 [Source:HGNC Symbol;Acc:5880]	22	22712087	22712608			
ENSG00000211649	ENSG00000211649.2	IGLV7-46	immunoglobulin lambda variable 7-46 (gene/pseudogene) [Source:HGNC Symbol;Acc:5930]	22	22723982	22724454			
ENSG00000211650	ENSG00000211650.2	IGLV5-45	immunoglobulin lambda variable 5-45 [Source:HGNC Symbol;Acc:5924]	22	22730355	22730874			
ENSG00000211651	ENSG00000211651.2	IGLV1-44	immunoglobulin lambda variable 1-44 [Source:HGNC Symbol;Acc:5879]	22	22735135	22735715			
ENSG00000211652	ENSG00000211652.2	IGLV7-43	immunoglobulin lambda variable 7-43 [Source:HGNC Symbol;Acc:5929]	22	22749356	22749827			
ENSG00000254175	ENSG00000254175.1	IGLVI-42	immunoglobulin lambda variable (I)-42 (pseudogene) [Source:HGNC Symbol;Acc:5936]	22	22751369	22751861			
ENSG00000254073	ENSG00000254073.1	IGLVVII-41-1	immunoglobulin lambda variable (VII)-41-1 (pseudogene) [Source:HGNC Symbol;Acc:15691]	22	22753184	22753334			
ENSG00000253818	ENSG00000253818.1	IGLV1-41	immunoglobulin lambda variable 1-41 (pseudogene) [Source:HGNC Symbol;Acc:5878]	22	22758539	22759053			
ENSG00000211653	ENSG00000211653.2	IGLV1-40	immunoglobulin lambda variable 1-40 [Source:HGNC Symbol;Acc:5877]	22	22764098	22764614			
ENSG00000253889	ENSG00000253889.1	IGLVI-38	immunoglobulin lambda variable (I)-38 (pseudogene) [Source:HGNC Symbol;Acc:5935]	22	22780158	22780651			
ENSG00000211654	ENSG00000211654.2	IGLV5-37	immunoglobulin lambda variable 5-37 [Source:HGNC Symbol;Acc:5922]	22	22781876	22782371			
ENSG00000211655	ENSG00000211655.2	IGLV1-36	immunoglobulin lambda variable 1-36 [Source:HGNC Symbol;Acc:5876]	22	22786296	22786802			
ENSG00000253631	ENSG00000253631.1	IGLV7-35	immunoglobulin lambda variable 7-35 (pseudogene) [Source:HGNC Symbol;Acc:5928]	22	22804540	22804990			
ENSG00000253120	ENSG00000253120.1	IGLV2-34	immunoglobulin lambda variable 2-34 (pseudogene) [Source:HGNC Symbol;Acc:5893]	22	22922478	22922760			
ENSG00000211656	ENSG00000211656.2	IGLV2-33	immunoglobulin lambda variable 2-33 (non-functional) [Source:HGNC Symbol;Acc:5892]	22	22930626	22931145			
ENSG00000211657	ENSG00000211657.2	IGLV3-32	immunoglobulin lambda variable 3-32 (non-functional) [Source:HGNC Symbol;Acc:5914]	22	22936998	22937501			
ENSG00000253920	ENSG00000253920.1	IGLV3-31	immunoglobulin lambda variable 3-31 (pseudogene) [Source:HGNC Symbol;Acc:5913]	22	22946915	22947635			
ENSG00000253329	ENSG00000253329.1	IGLV3-30	immunoglobulin lambda variable 3-30 (pseudogene) [Source:HGNC Symbol;Acc:5912]	22	22961042	22961633			
ENSG00000253338	ENSG00000253338.1	IGLV3-29	immunoglobulin lambda variable 3-29 (pseudogene) [Source:HGNC Symbol;Acc:5911]	22	23003769	23004012			
ENSG00000253451	ENSG00000253451.1	IGLV2-28	immunoglobulin lambda variable 2-28 (pseudogene) [Source:HGNC Symbol;Acc:5891]	22	23006943	23007377			
ENSG00000211658	ENSG00000211658.2	IGLV3-27	immunoglobulin lambda variable 3-27 [Source:HGNC Symbol;Acc:5910]	22	23010758	23011276			
ENSG00000253913	ENSG00000253913.1	IGLV3-26	immunoglobulin lambda variable 3-26 (pseudogene) [Source:HGNC Symbol;Acc:5909]	22	23015622	23016072			
ENSG00000253779	ENSG00000253779.1	IGLVVI-25-1	immunoglobulin lambda variable (VI)-25-1 (pseudogene) [Source:HGNC Symbol;Acc:15690]	22	23021570	23021818			
ENSG00000211659	ENSG00000211659.2	IGLV3-25	immunoglobulin lambda variable 3-25 [Source:HGNC Symbol;Acc:5908]	22	23029190	23029735			
ENSG00000253822	ENSG00000253822.1	IGLV3-24	immunoglobulin lambda variable 3-24 (pseudogene) [Source:HGNC Symbol;Acc:5907]	22	23036924	23037437			
ENSG00000211660	ENSG00000211660.3	IGLV2-23	immunoglobulin lambda variable 2-23 [Source:HGNC Symbol;Acc:5890]	22	23040274	23040892			
ENSG00000253546	ENSG00000253546.1	IGLVVI-22-1	immunoglobulin lambda variable (VI)-22-1 (pseudogene) [Source:HGNC Symbol;Acc:15689]	22	23043245	23043455			
ENSG00000211661	ENSG00000211661.2	IGLV3-22	immunoglobulin lambda variable 3-22 (gene/pseudogene) [Source:HGNC Symbol;Acc:5906]	22	23046750	23047307			
ENSG00000211662	ENSG00000211662.2	IGLV3-21	immunoglobulin lambda variable 3-21 [Source:HGNC Symbol;Acc:5905]	22	23054174	23055688			
ENSG00000254240	ENSG00000254240.1	IGLVI-20	immunoglobulin lambda variable (I)-20 (pseudogene) [Source:HGNC Symbol;Acc:5934]	22	23057775	23057904			
ENSG00000211663	ENSG00000211663.2	IGLV3-19	immunoglobulin lambda variable 3-19 [Source:HGNC Symbol;Acc:5903]	22	23063108	23063630			
ENSG00000211664	ENSG00000211664.2	IGLV2-18	immunoglobulin lambda variable 2-18 [Source:HGNC Symbol;Acc:5889]	22	23077095	23077584			
ENSG00000253152	ENSG00000253152.1	IGLV3-17	immunoglobulin lambda variable 3-17 (pseudogene) [Source:HGNC Symbol;Acc:5902]	22	23081432	23081675			
ENSG00000211665	ENSG00000211665.2	IGLV3-16	immunoglobulin lambda variable 3-16 [Source:HGNC Symbol;Acc:5901]	22	23089870	23090398			
ENSG00000253786	ENSG00000253786.1	IGLV3-15	immunoglobulin lambda variable 3-15 (pseudogene) [Source:HGNC Symbol;Acc:5900]	22	23098043	23098286			
ENSG00000211666	ENSG00000211666.2	IGLV2-14	immunoglobulin lambda variable 2-14 [Source:HGNC Symbol;Acc:5888]	22	23101189	23101707			
ENSG00000253590	ENSG00000253590.1	IGLV3-13	immunoglobulin lambda variable 3-13 (pseudogene) [Source:HGNC Symbol;Acc:5899]	22	23104787	23105009			
ENSG00000211667	ENSG00000211667.2	IGLV3-12	immunoglobulin lambda variable 3-12 [Source:HGNC Symbol;Acc:5898]	22	23114317	23115079			
ENSG00000211668	ENSG00000211668.2	IGLV2-11	immunoglobulin lambda variable 2-11 [Source:HGNC Symbol;Acc:5887]	22	23134980	23135496			
ENSG00000211669	ENSG00000211669.2	IGLV3-10	immunoglobulin lambda variable 3-10 [Source:HGNC Symbol;Acc:5897]	22	23154244	23154782			
ENSG00000211670	ENSG00000211670.2	IGLV3-9	immunoglobulin lambda variable 3-9 (gene/pseudogene) [Source:HGNC Symbol;Acc:5918]	22	23161507	23162253			
ENSG00000211671	ENSG00000211671.2	IGLV2-8	immunoglobulin lambda variable 2-8 [Source:HGNC Symbol;Acc:5895]	22	23165153	23165787			
ENSG00000254077	ENSG00000254077.1	IGLV3-7	immunoglobulin lambda variable 3-7 (pseudogene) [Source:HGNC Symbol;Acc:5917]	22	23180779	23181049			
ENSG00000253448	ENSG00000253448.1	IGLV3-6	immunoglobulin lambda variable 3-6 (pseudogene) [Source:HGNC Symbol;Acc:5916]	22	23192550	23192799			
ENSG00000253234	ENSG00000253234.1	IGLV2-5	immunoglobulin lambda variable 2-5 (pseudogene) [Source:HGNC Symbol;Acc:5894]	22	23198937	23199213			
ENSG00000226420	ENSG00000226420.1	IGLV3-4	immunoglobulin lambda variable 3-4 (pseudogene) [Source:HGNC Symbol;Acc:5915]	22	23200200	23200443			
ENSG00000211672	ENSG00000211672.2	IGLV4-3	immunoglobulin lambda variable 4-3 [Source:HGNC Symbol;Acc:5919]	22	23213686	23214214			
ENSG00000253963	ENSG00000253963.1	IGLV3-2	immunoglobulin lambda variable 3-2 (pseudogene) [Source:HGNC Symbol;Acc:5904]	22	23215391	23215619			
ENSG00000211673	ENSG00000211673.2	IGLV3-1	immunoglobulin lambda variable 3-1 [Source:HGNC Symbol;Acc:5896]	22	23222886	23223576			
ENSG00000211674	ENSG00000211674.2	IGLJ1	immunoglobulin lambda joining 1 [Source:HGNC Symbol;Acc:5863]	22	23235872	23235998			
ENSG00000211675	ENSG00000211675.2	IGLC1	immunoglobulin lambda constant 1 (Mcg marker) [Source:HGNC Symbol;Acc:5855]	22	23237555	23238014			
ENSG00000211676	ENSG00000211676.2	IGLJ2	immunoglobulin lambda joining 2 [Source:HGNC Symbol;Acc:5864]	22	23241661	23241835			
ENSG00000211677	ENSG00000211677.2	IGLC2	immunoglobulin lambda constant 2 (Kern-Oz- marker) [Source:HGNC Symbol;Acc:5856]	22	23243156	23243617			
ENSG00000211678	ENSG00000211678.2	IGLJ3	immunoglobulin lambda joining 3 [Source:HGNC Symbol;Acc:5865]	22	23247030	23247205			
ENSG00000211679	ENSG00000211679.2	IGLC3	immunoglobulin lambda constant 3 (Kern-Oz+ marker) [Source:HGNC Symbol;Acc:5857]	22	23248512	23248973			
ENSG00000211680	ENSG00000211680.2	IGLJ4	immunoglobulin lambda joining 4 (non-functional) [Source:HGNC Symbol;Acc:5866]	22	23252744	23252776			
ENSG00000254029	ENSG00000254029.1	IGLC4	immunoglobulin lambda constant 4 (pseudogene) [Source:HGNC Symbol;Acc:5858]	22	23252998	23253245			
ENSG00000211681	ENSG00000211681.2	IGLJ5	immunoglobulin lambda joining 5 (non-functional) [Source:HGNC Symbol;Acc:5867]	22	23256408	23256479			
ENSG00000254030	ENSG00000254030.1	IGLC5	immunoglobulin lambda constant 5 (pseudogene) [Source:HGNC Symbol;Acc:5859]	22	23257805	23258097			
ENSG00000211682	ENSG00000211682.2	IGLJ6	immunoglobulin lambda joining 6 [Source:HGNC Symbol;Acc:5868]	22	23260304	23260373			
ENSG00000222037	ENSG00000222037.5	IGLC6	immunoglobulin lambda constant 6 (Kern+Oz- marker, gene/pseudogene) [Source:HGNC Symbol;Acc:5860]	22	23261707	23262023			
ENSG00000211684	ENSG00000211684.2	IGLJ7	immunoglobulin lambda joining 7 [Source:HGNC Symbol;Acc:5869]	22	23263562	23263607			
ENSG00000211685	ENSG00000211685.2	IGLC7	immunoglobulin lambda constant 7 [Source:HGNC Symbol;Acc:5861]	22	23264766	23265203			
ENSG00000271138	ENSG00000271138.1	IGLVIVOR22-1	immunoglobulin lambda variable (IV)/OR22-1 (pseudogene) [Source:HGNC Symbol;Acc:15694]	22	25833273	25833790			
ENSG00000254127	ENSG00000254127.1	IGLCOR22-1	immunoglobulin lambda constant/OR22-1 (pseudogene) [Source:HGNC Symbol;Acc:15696]	22	32595906	32596221			
ENSG00000271093	ENSG00000271093.1	IGLCOR22-2	immunoglobulin lambda constant/OR22-2 (pseudogene) [Source:HGNC Symbol;Acc:15697]	22	32752663	32752975			
ENSG00000243519	ENSG00000243519.1	IGLVIVOR22-2	immunoglobulin lambda variable (IV)/OR22-2 (pseudogene) [Source:HGNC Symbol;Acc:15695]	22	32772669	32773122			
ENSG00000270464	ENSG00000270464.1	IGHA2	immunoglobulin heavy constant alpha 2 (A2m marker) [Source:HGNC Symbol;Acc:5479]	HG1592_PATCH	106053226	106054732			
ENSG00000270340	ENSG00000270340.1	IGHE	immunoglobulin heavy constant epsilon [Source:HGNC Symbol;Acc:5522]	HG1592_PATCH	106064224	106068065			
ENSG00000270498	ENSG00000270498.1	IGHG4	immunoglobulin heavy constant gamma 4 (G4m marker) [Source:HGNC Symbol;Acc:5528]	HG1592_PATCH	106090687	106092403			
ENSG00000270895	ENSG00000270895.1	IGHG2	immunoglobulin heavy constant gamma 2 (G2m marker) [Source:HGNC Symbol;Acc:5526]	HG1592_PATCH	106109389	106111127			
ENSG00000271411	ENSG00000271411.1	IGHGP	immunoglobulin heavy constant gamma P (non-functional) [Source:HGNC Symbol;Acc:5529]	HG1592_PATCH	106130970	106136180			
ENSG00000271189	ENSG00000271189.1	IGHA1	immunoglobulin heavy constant alpha 1 [Source:HGNC Symbol;Acc:5478]	HG1592_PATCH	106173457	106175002			
ENSG00000270715	ENSG00000270715.1	IGHEP1	immunoglobulin heavy constant epsilon P1 (pseudogene) [Source:HGNC Symbol;Acc:5523]	HG1592_PATCH	106185955	106188864			
ENSG00000271292	ENSG00000271292.1	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker) [Source:HGNC Symbol;Acc:5525]	HG1592_PATCH	106202680	106209408			
ENSG00000270355	ENSG00000270355.1	IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker) [Source:HGNC Symbol;Acc:5527]	HG1592_PATCH	106235439	106237742			
ENSG00000271438	ENSG00000271438.1	IGHD	immunoglobulin heavy constant delta [Source:HGNC Symbol;Acc:5480]	HG1592_PATCH	106303102	106312014			
ENSG00000271541	ENSG00000271541.1	IGHM	immunoglobulin heavy constant mu [Source:HGNC Symbol;Acc:5541]	HG1592_PATCH	106320581	106322555			
ENSG00000271008	ENSG00000271008.1	IGHJ6	immunoglobulin heavy joining 6 [Source:HGNC Symbol;Acc:5540]	HG1592_PATCH	106329535	106329595			
ENSG00000271258	ENSG00000271258.1	IGHJ3P	immunoglobulin heavy joining 3P (pseudogene) [Source:HGNC Symbol;Acc:5537]	HG1592_PATCH	106329753	106329802			
ENSG00000270662	ENSG00000270662.1	IGHJ5	immunoglobulin heavy joining 5 [Source:HGNC Symbol;Acc:5539]	HG1592_PATCH	106330151	106330199			
ENSG00000270564	ENSG00000270564.1	IGHJ4	immunoglobulin heavy joining 4 [Source:HGNC Symbol;Acc:5538]	HG1592_PATCH	106330552	106330597			
ENSG00000270396	ENSG00000270396.1	IGHJ3	immunoglobulin heavy joining 3 [Source:HGNC Symbol;Acc:5536]	HG1592_PATCH	106330924	106330972			
ENSG00000270345	ENSG00000270345.1	IGHJ2P	immunoglobulin heavy joining 2P (pseudogene) [Source:HGNC Symbol;Acc:5535]	HG1592_PATCH	106331130	106331189			
ENSG00000271169	ENSG00000271169.1	IGHJ2	immunoglobulin heavy joining 2 [Source:HGNC Symbol;Acc:5534]	HG1592_PATCH	106331536	106331587			
ENSG00000271323	ENSG00000271323.1	IGHJ1	immunoglobulin heavy joining 1 [Source:HGNC Symbol;Acc:5532]	HG1592_PATCH	106331744	106331795			
ENSG00000271391	ENSG00000271391.1	IGHD7-27	immunoglobulin heavy diversity 7-27 [Source:HGNC Symbol;Acc:5518]	HG1592_PATCH	106331888	106331898	del		
ENSG00000270940	ENSG00000270940.1	IGHJ1P	immunoglobulin heavy joining 1P (pseudogene) [Source:HGNC Symbol;Acc:5533]	HG1592_PATCH	106331961	106332015			
ENSG00000270454	ENSG00000270454.1	IGHD1-26	immunoglobulin heavy diversity 1-26 [Source:HGNC Symbol;Acc:5485]	HG1592_PATCH	106347371	106347390	del		
ENSG00000270963	ENSG00000270963.1	IGHD6-25	immunoglobulin heavy diversity 6-25 [Source:HGNC Symbol;Acc:5516]	HG1592_PATCH	106347876	106347893	del		
ENSG00000271622	ENSG00000271622.1	IGHD5-24	immunoglobulin heavy diversity 5-24 (non-functional) [Source:HGNC Symbol;Acc:5510]	HG1592_PATCH	106350240	106350259	del		
ENSG00000270805	ENSG00000270805.1	IGHD4-23	immunoglobulin heavy diversity 4-23 (non-functional) [Source:HGNC Symbol;Acc:5504]	HG1592_PATCH	106351207	106351225	del		
ENSG00000271393	ENSG00000271393.1	IGHD3-22	immunoglobulin heavy diversity 3-22 [Source:HGNC Symbol;Acc:5497]	HG1592_PATCH	106352368	106352398	del		
ENSG00000271444	ENSG00000271444.1	IGHD2-21	immunoglobulin heavy diversity 2-21 [Source:HGNC Symbol;Acc:5491]	HG1592_PATCH	106354888	106354915	del		
ENSG00000270473	ENSG00000270473.1	IGHD1-20	immunoglobulin heavy diversity 1-20 [Source:HGNC Symbol;Acc:5484]	HG1592_PATCH	106357528	106357544	del		
ENSG00000270622	ENSG00000270622.1	IGHD6-19	immunoglobulin heavy diversity 6-19 [Source:HGNC Symbol;Acc:5515]	HG1592_PATCH	106358036	106358056	del		
ENSG00000271534	ENSG00000271534.1	IGHD5-18	immunoglobulin heavy diversity 5-18 [Source:HGNC Symbol;Acc:5509]	HG1592_PATCH	106359879	106359898	del		
ENSG00000270643	ENSG00000270643.1	IGHD4-17	immunoglobulin heavy diversity 4-17 [Source:HGNC Symbol;Acc:5503]	HG1592_PATCH	106360845	106360860	del		
ENSG00000270796	ENSG00000270796.1	IGHD3-16	immunoglobulin heavy diversity 3-16 [Source:HGNC Symbol;Acc:5496]	HG1592_PATCH	106361971	106362007	del		
ENSG00000270888	ENSG00000270888.1	IGHD2-15	immunoglobulin heavy diversity 2-15 [Source:HGNC Symbol;Acc:5489]	HG1592_PATCH	106364294	106364324	del		
ENSG00000270686	ENSG00000270686.1	IGHD1-14	immunoglobulin heavy diversity 1-14 (non-functional) [Source:HGNC Symbol;Acc:5483]	HG1592_PATCH	106366975	106366991	del		
ENSG00000271634	ENSG00000271634.1	IGHD6-13	immunoglobulin heavy diversity 6-13 [Source:HGNC Symbol;Acc:5514]	HG1592_PATCH	106367479	106367499	del		
ENSG00000271688	ENSG00000271688.1	IGHD5-12	immunoglobulin heavy diversity 5-12 [Source:HGNC Symbol;Acc:5508]	HG1592_PATCH	106368986	106369008	del		
ENSG00000270418	ENSG00000270418.1	IGHD4-11	immunoglobulin heavy diversity 4-11 (non-functional) [Source:HGNC Symbol;Acc:5502]	HG1592_PATCH	106369953	106369968	del		
ENSG00000271312	ENSG00000271312.1	IGHD3-10	immunoglobulin heavy diversity 3-10 [Source:HGNC Symbol;Acc:5495]	HG1592_PATCH	106370834	106370864	del		
ENSG00000270899	ENSG00000270899.1	IGHD3-9	immunoglobulin heavy diversity 3-9 [Source:HGNC Symbol;Acc:5499]	HG1592_PATCH	106371018	106371048	del		
ENSG00000271144	ENSG00000271144.1	IGHD2-8	immunoglobulin heavy diversity 2-8 [Source:HGNC Symbol;Acc:5492]	HG1592_PATCH	106373548	106373578	del		
ENSG00000270608	ENSG00000270608.1	IGHD1-7	immunoglobulin heavy diversity 1-7 [Source:HGNC Symbol;Acc:5486]	HG1592_PATCH	106376244	106376260	del		
ENSG00000271371	ENSG00000271371.1	IGHD6-6	immunoglobulin heavy diversity 6-6 [Source:HGNC Symbol;Acc:5517]	HG1592_PATCH	106376747	106376764	del		
ENSG00000270311	ENSG00000270311.1	IGHD5-5	immunoglobulin heavy diversity 5-5 [Source:HGNC Symbol;Acc:5511]	HG1592_PATCH	106378594	106378613	del		
ENSG00000271276	ENSG00000271276.1	IGHD4-4	immunoglobulin heavy diversity 4-4 [Source:HGNC Symbol;Acc:5505]	HG1592_PATCH	106379559	106379574	del		
ENSG00000271031	ENSG00000271031.1	IGHD3-3	immunoglobulin heavy diversity 3-3 [Source:HGNC Symbol;Acc:5498]	HG1592_PATCH	106380696	106380726	del		
ENSG00000271571	ENSG00000271571.1	IGHD2-2	immunoglobulin heavy diversity 2-2 [Source:HGNC Symbol;Acc:5490]	HG1592_PATCH	106383163	106383193	del		
ENSG00000271432	ENSG00000271432.1	IGHD1-1	immunoglobulin heavy diversity 1-1 [Source:HGNC Symbol;Acc:5482]	HG1592_PATCH	106385839	106385855	del		
ENSG00000270703	ENSG00000270703.1	IGHV6-1	immunoglobulin heavy variable 6-1 [Source:HGNC Symbol;Acc:5662]	HG1592_PATCH	106406093	106406590			
ENSG00000271577	ENSG00000271577.1	IGHVII-1-1	immunoglobulin heavy variable (II)-1-1 (pseudogene) [Source:HGNC Symbol;Acc:5670]	HG1592_PATCH	106411547	106411726			
ENSG00000270452	ENSG00000270452.1	IGHV1-2	immunoglobulin heavy variable 1-2 [Source:HGNC Symbol;Acc:5550]	HG1592_PATCH	106452921	106453420			
ENSG00000270636	ENSG00000270636.1	IGHVIII-2-1	immunoglobulin heavy variable (III)-2-1 (pseudogene) [Source:HGNC Symbol;Acc:5695]	HG1592_PATCH	106467871	106468161			
ENSG00000271535	ENSG00000271535.1	IGHV1-3	immunoglobulin heavy variable 1-3 [Source:HGNC Symbol;Acc:5552]	HG1592_PATCH	106471434	106471911			
ENSG00000271062	ENSG00000271062.1	IGHV2-5	immunoglobulin heavy variable 2-5 [Source:HGNC Symbol;Acc:5576]	HG1592_PATCH	106504240	106504702			
ENSG00000270600	ENSG00000270600.1	IGHVIII-5-1	immunoglobulin heavy variable (III)-5-1 (pseudogene) [Source:HGNC Symbol;Acc:5702]	HG1592_PATCH	106506003	106506101			
ENSG00000270877	ENSG00000270877.1	IGHVIII-5-2	immunoglobulin heavy variable (III)-5-2 (pseudogene) [Source:HGNC Symbol;Acc:5703]	HG1592_PATCH	106511937	106512197			
ENSG00000270609	ENSG00000270609.1	IGHV3-6	immunoglobulin heavy variable 3-6 (pseudogene) [Source:HGNC Symbol;Acc:5613]	HG1592_PATCH	106521886	106522335			
ENSG00000270398	ENSG00000270398.1	IGHV3-7	immunoglobulin heavy variable 3-7 [Source:HGNC Symbol;Acc:5620]	HG1592_PATCH	106528488	106529020			
ENSG00000271648	ENSG00000271648.1	IGHV3-11	immunoglobulin heavy variable 3-11 (gene/pseudogene) [Source:HGNC Symbol;Acc:5580]	HG1592_PATCH	106582974	106583541			
